AIRPORT,40-12-22.6000N,100-35-31.5000W
AIRPORT,46-36-24.1652N,111-59-00.0485W
AIRPORT,35-09-21.5000N,114-33-34.0000W
AIRPORT,33-22-11.8000N,081-57-52.2000W
AIRPORT,37-07-54.8000N,076-29-34.7000W
AIRPORT,41-20-18.5000N,075-43-24.2000W
AIRPORT,45-34-15.3000N,084-47-48.2000W
AIRPORT,28-51-09.1650N,096-55-06.5594W
AIRPORT,37-37-26.6000N,118-50-19.5000W
AIRPORT,32-50-03.2000N,115-34-43.5000W
AIRPORT,18-00-29.9000N,066-33-46.8000W
AIRPORT,64-30-45.1893N,165-26-39.7339W
AIRPORT,45-26-53.9000N,098-25-20.8000W
AIRPORT,31-15-53.8000N,089-15-10.4000W
AIRPORT,39-40-43.4000N,075-36-23.9000W
AIRPORT,71-17-05.5000N,156-46-06.9000W
AIRPORT,31-28-01.7000N,089-20-13.4000W
AIRPORT,40-43-37.3000N,099-00-24.4000W
AIRPORT,45-37-51.2390N,089-27-59.8615W
AIRPORT,46-55-47.0000N,098-40-41.5000W
AIRPORT,37-09-06.5000N,094-29-53.8000W
AIRPORT,38-22-33.3446N,081-35-34.8140W
AIRPORT,35-26-01.9000N,119-03-27.6000W
AIRPORT,29-41-24.2000N,082-16-18.4000W
AIRPORT,46-31-38.9000N,090-07-53.0000W
SEAPLANE BASE,45-43-42.1720N,068-50-40.1480W
AIRPORT,56-48-05.3000N,132-56-46.4000W
AIRPORT,35-39-31.4686N,117-49-46.3170W
AIRPORT,45-43-21.6000N,087-05-37.4000W
AIRPORT,35-15-34.1000N,113-56-17.0000W
AIRPORT,63-45-59.8000N,171-43-58.0000W
AIRPORT,37-03-37.0350N,088-46-22.6500W
AIRPORT,46-15-02.7000N,084-28-20.6000W
AIRPORT,36-31-55.4970N,093-12-01.9600W
AIRPORT,45-04-41.1000N,083-33-37.1000W
AIRPORT,33-28-58.3720N,090-59-08.2100W
AIRPORT,59-02-40.8000N,158-30-19.8000W
AIRPORT,44-26-59.1680N,068-21-41.6350W
AIRPORT,21-09-10.3890N,157-05-46.5220W
AIRPORT,44-23-06.7000N,098-13-42.8000W
AIRPORT,44-16-20.9000N,086-14-48.8000W
AIRPORT,42-50-15.2077N,103-05-43.4469W
AIRPORT,38-20-39.3000N,098-51-33.1000W
AIRPORT,48-03-56.4000N,096-11-06.0000W
AIRPORT,48-32-34.7000N,109-45-44.4000W
AIRPORT,34-25-35.7249N,103-04-39.2881W
AIRPORT,35-23-15.9900N,080-42-32.8900W
AIRPORT,42-39-56.2903N,083-25-13.8203W
AIRPORT,34-37-45.8000N,118-05-04.3900W
AIRPORT,36-41-06.2280N,101-30-28.0794W
AIRPORT,42-54-21.1000N,106-27-49.1000W
AIRPORT,68-20-55.5000N,166-47-57.4000W
AIRPORT,36-28-30.7000N,082-24-26.7000W
AIRPORT,37-53-39.0000N,121-14-17.9000W
AIRPORT,17-42-05.6010N,064-48-06.1990W
AIRPORT,36-35-13.3770N,121-50-35.1932W
AIRPORT,60-34-23.9044N,151-14-41.2000W
AIRPORT,62-09-17.8000N,145-27-15.6000W
AIRPORT,43-30-49.4000N,112-04-14.7000W
AIRPORT,41-23-36.3194N,070-36-49.9829W
AIRPORT,43-06-27.2061N,078-56-45.0274W
AIRPORT,46-05-42.7158N,118-17-09.3978W
AIRPORT,34-35-50.9000N,117-22-58.8000W
AIRPORT,42-16-01.7000N,071-52-32.2000W
AIRPORT,45-57-17.2600N,112-29-50.8600W
AIRPORT,34-41-06.2000N,090-20-52.0000W
AIRPORT,40-43-07.4063N,114-01-43.2339W
AIRPORT,41-15-10.7102N,070-03-35.6811W
AIRPORT,46-50-31.5000N,092-11-37.1000W
AIRPORT,43-04-40.6000N,070-49-23.8000W
AIRPORT,45-32-47.6000N,094-03-35.6000W
AIRPORT,30-13-07.6000N,081-52-37.8000W
AIRPORT,41-15-41.7000N,080-40-49.3000W
AIRPORT,34-44-43.1000N,087-36-36.8000W
AIRPORT,32-38-11.5690N,108-09-22.9870W
AIRPORT,59-30-11.9000N,139-39-36.9000W
AIRPORT,56-29-03.6000N,132-22-11.4000W
AIRPORT,34-15-55.7000N,110-00-20.4000W
AIRPORT,33-38-42.6000N,088-26-45.3300W
AIRPORT,35-52-46.8700N,106-16-07.2700W
AIRPORT,38-45-17.8420N,109-45-17.4380W
AIRPORT,32-18-02.3000N,086-23-38.3000W
AIRPORT,14-10-27.6787N,145-14-28.0511E
SEAPLANE BASE,55-41-16.6630N,132-32-12.0330W
AIRPORT,30-12-18.1000N,091-59-15.9000W
AIRPORT,43-57-46.4000N,107-57-01.9000W
AIRPORT,35-14-14.1573N,120-38-33.3507W
AIRPORT,37-57-13.7000N,107-54-31.5000W
AIRPORT,52-13-14.1100N,174-12-22.2600W
AIRPORT,29-06-31.1000N,095-27-43.5000W
AIRPORT,33-18-05.6000N,104-31-50.0000W
AIRPORT,42-03-11.6000N,102-48-13.5000W
AIRPORT,39-17-51.5570N,080-13-39.1150W
AIRPORT,58-40-35.3765N,156-38-55.2876W
AIRPORT,35-57-08.5000N,112-08-49.1000W
AIRPORT,34-53-59.7606N,120-27-29.0668W
AIRPORT,32-30-39.1000N,092-02-15.6000W
AIRPORT,47-29-35.3000N,122-12-56.7000W
SEAPLANE BASE,61-11-11.8974N,149-57-55.4104W
AIRPORT,29-57-33.3000N,081-20-23.0000W
AIRPORT,32-58-06.8000N,096-50-11.2000W
AIRPORT,35-04-22.2691N,077-02-34.8723W
AIRPORT,41-37-02.1000N,087-24-52.3000W
AIRPORT,29-22-27.1450N,100-55-37.7650W
AIRPORT,30-03-42.6000N,095-33-10.0000W
AIRPORT,32-24-40.8000N,099-40-54.8000W
AIRPORT,39-15-42.9000N,085-53-46.8000W
AIRPORT,30-35-18.9000N,096-21-49.8000W
AIRPORT,32-23-02.4520N,094-42-41.3520W
AIRPORT,32-21-13.8000N,095-24-09.7000W
AIRPORT,43-31-58.5000N,084-04-46.7000W
AIRPORT,42-28-11.8000N,071-17-20.4000W
AIRPORT,38-57-03.4000N,095-39-49.0000W
AIRPORT,38-32-03.6000N,106-55-54.3000W
AIRPORT,39-17-58.9000N,114-50-30.8000W
AIRPORT,39-50-39.2000N,089-40-41.1000W
AIRPORT,37-44-19.8030N,087-10-00.5828W
AIRPORT,32-30-58.8000N,084-56-19.9000W
AIRPORT,33-18-20.7116N,097-20-45.9489W
AIRPORT,41-11-44.3969N,112-00-46.5725W
AIRPORT,43-52-45.4000N,091-15-23.9000W
AIRPORT,33-13-14.2591N,087-36-41.0454W
AIRPORT,38-32-42.6000N,089-50-06.7000W
AIRPORT,51-52-40.6700N,176-38-45.7100W
AIRPORT,58-25-31.0000N,135-42-26.7000W
AIRPORT,37-19-25.0000N,097-23-18.0000W
AIRPORT,32-41-34.2000N,083-38-57.2000W
AIRPORT,34-05-43.3000N,117-14-05.6000W
AIRPORT,39-42-30.6000N,077-43-35.4000W
AIRPORT,35-19-53.2000N,077-36-31.8000W
AIRPORT,39-07-22.6000N,094-35-34.2000W
AIRPORT,34-11-07.3000N,079-43-26.0000W
AIRPORT,35-03-32.1919N,118-09-02.1902W
AIRPORT,14-19-53.9760S,170-42-41.4110W
AIRPORT,36-08-01.3697N,080-13-19.1558W
AIRPORT,44-46-39.4452N,089-40-00.4009W
AIRPORT,55-18-49.3000N,160-31-17.1000W
AIRPORT,56-34-38.5000N,169-39-49.4000W
AIRPORT,36-00-32.3000N,086-31-12.3000W
AIRPORT,38-47-26.2000N,097-39-08.0000W
AIRPORT,33-27-39.4000N,105-31-48.5000W
AIRPORT,42-28-54.5000N,114-29-15.9000W
AIRPORT,31-36-43.9000N,097-13-49.1000W
AIRPORT,33-25-26.2000N,112-22-29.1000W
AIRPORT,36-09-41.0000N,097-05-09.2000W
AIRPORT,36-57-52.3000N,086-25-10.8000W
AIRPORT,35-51-22.5100N,077-53-30.9600W
AIRPORT,40-27-06.5780N,105-00-40.8080W
AIRPORT,41-31-04.2900N,081-40-57.5000W
AIRPORT,39-25-40.5000N,083-47-31.6000W
AIRPORT,36-02-22.6000N,095-59-04.7000W
AIRPORT,40-02-19.8000N,088-16-40.1000W
AIRPORT,39-27-05.3000N,087-18-27.3000W
AIRPORT,34-29-40.5000N,082-42-33.8000W
AIRPORT,39-54-31.7000N,105-07-01.9000W
AIRPORT,45-55-56.4000N,089-16-05.8000W
AIRPORT,41-09-20.3000N,104-48-37.7000W
AIRPORT,30-12-38.1000N,093-08-35.5000W
AIRPORT,38-49-05.1350N,092-13-10.6650W
AIRPORT,42-25-00.2940N,074-00-58.4760W
AIRPORT,33-56-54.9000N,083-19-34.9000W
AIRPORT,40-22-42.6000N,075-57-54.9000W
AIRPORT,38-34-13.3000N,090-09-18.3000W
AIRPORT,42-11-38.4539N,072-32-05.2235W
AIRPORT,38-39-43.6000N,090-39-07.4000W
AIRPORT,33-26-53.8000N,088-35-29.0000W
AIRPORT,34-16-08.4000N,088-46-11.6000W
AIRPORT,40-50-57.4000N,077-50-55.3000W
AIRPORT,39-08-45.6750N,086-37-00.0497W
AIRPORT,34-39-17.4000N,112-25-09.2000W
AIRPORT,40-51-00.4000N,074-03-39.0000W
AIRPORT,35-20-11.7000N,094-22-02.8000W
AIRPORT,32-49-11.1730N,097-21-44.8200W
AIRPORT,39-47-43.4000N,121-51-30.3000W
SEAPLANE BASE,54-08-02.0400N,165-46-42.1800W
AIRPORT,33-27-13.4000N,093-59-27.7000W
AIRPORT,40-24-44.3000N,086-56-12.8000W
AIRPORT,33-35-17.4000N,085-51-29.2000W
AIRPORT,29-10-18.7564N,082-13-26.8127W
AIRPORT,43-14-01.7000N,075-24-25.3000W
AIRPORT,14-59-57.1300N,145-37-09.6600E
AIRPORT,39-31-35.8000N,107-43-40.8000W
AIRPORT,25-54-26.7000N,080-16-41.6000W
AIRPORT,42-06-51.4000N,087-54-05.5000W
AIRPORT,34-34-03.7720N,098-24-59.8920W
AIRPORT,41-54-25.4000N,088-14-52.8000W
AIRPORT,43-10-03.6182N,086-14-07.5794W
AIRPORT,41-18-43.4000N,105-40-30.0000W
AIRPORT,40-30-32.4000N,122-17-36.2000W
AIRPORT,35-08-25.1000N,111-40-09.3000W
AIRPORT,41-47-28.6217N,111-51-05.7938W
AIRPORT,42-54-35.3000N,112-35-45.3000W
AIRPORT,44-51-56.8963N,091-29-03.3186W
AIRPORT,30-07-33.9000N,093-13-24.3000W
AIRPORT,39-06-12.0000N,084-25-07.0000W
AIRPORT,37-19-31.4000N,079-12-04.4000W
AIRPORT,42-33-25.5000N,092-24-01.2000W
AIRPORT,37-42-03.4790N,113-05-55.8450W
AIRPORT,38-17-23.8000N,104-29-52.9000W
AIRPORT,38-02-26.9000N,087-31-42.6000W
AIRPORT,42-14-03.8000N,085-33-05.6000W
AIRPORT,34-23-03.6000N,089-32-12.5000W
AIRPORT,35-21-23.9000N,089-52-13.5000W
AIRPORT,29-57-03.0000N,094-01-14.5000W
AIRPORT,68-28-46.8000N,149-29-23.7000W
AIRPORT,66-48-50.6000N,150-38-37.0000W
AIRPORT,27-59-20.1000N,082-01-06.8000W
AIRPORT,42-37-12.9000N,089-02-29.6000W
AIRPORT,42-24-07.2000N,090-42-34.1000W
AIRPORT,42-12-30.3945N,075-58-46.5862W
AIRPORT,31-32-07.9000N,084-11-40.1000W
AIRPORT,33-41-17.9000N,112-04-57.2000W
AIRPORT,39-04-07.2000N,095-37-21.0000W
AIRPORT,41-48-10.6000N,078-38-23.9000W
AIRPORT,29-20-30.8000N,098-51-03.6000W
AIRPORT,40-47-57.6000N,074-24-53.6000W
AIRPORT,36-00-18.3000N,094-10-12.2000W
AIRPORT,33-27-39.0000N,111-43-42.0000W
AIRPORT,30-46-52.9400N,083-16-34.3900W
AIRPORT,42-04-59.1000N,080-10-26.2000W
AIRPORT,44-31-12.7000N,109-01-25.7000W
AIRPORT,37-37-33.0000N,120-57-15.9000W
AIRPORT,40-14-32.9000N,085-23-44.7000W
AIRPORT,36-12-38.5000N,115-11-40.0000W
AIRPORT,43-06-37.4000N,088-02-03.9000W
AIRPORT,37-45-17.9000N,089-00-39.9000W
AIRPORT,37-46-41.1000N,089-15-07.3000W
AIRPORT,37-52-05.6000N,095-23-13.0000W
AIRPORT,44-20-56.1000N,105-32-21.7000W
AIRPORT,37-39-32.1000N,122-07-18.3000W
AIRPORT,40-04-47.3912N,083-04-23.3461W
AIRPORT,37-02-38.1000N,100-57-35.9000W
AIRPORT,39-46-19.0000N,094-54-34.9400W
AIRPORT,39-50-04.4250N,088-51-56.4810W
AIRPORT,42-09-28.6000N,072-42-57.1000W
AIRPORT,39-20-41.9000N,081-26-21.5000W
AIRPORT,38-20-24.6813N,075-30-34.1266W
AIRPORT,33-12-07.5580N,097-11-52.6070W
AIRPORT,42-18-23.3021N,085-15-00.3202W
AIRPORT,40-21-15.9755N,079-55-44.5680W
